issue_number,scan_title,scan_browser,scan_color_scheme,scan_viewport_preset,scan_viewport_width,scan_viewport_height,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,qualweb_executed,qualweb_passed,qualweb_failed,qualweb_cant_tell,qualweb_inapplicable,qualweb_failed_rules,qualweb_error,duplicate_findings,fetch_error,page_title
353,https://www.rotterdam.nl,chromium,both,desktop,1280,800,https://www.rotterdam.nl,https://www.rotterdam.nl/,200,true,false,38036,true,664,39,3,46,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r14;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r61;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,412,11,9,46,heading-order;landmark-unique;page-has-heading-one;region;tabindex,,true,1465,51,44,7,27,0,aria_attribute_valid;aria_content_in_landmark;aria_landmark_name_unique;aria_navigation_label_unique;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;figure_label_exists;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable;text_contrast_sufficient,,true,83,11,11,0,0,0,keyboard-accessible/focus-order;keyboard-accessible/focus-visible;keyboard-accessible/tabindex;labels-and-names/form-label;landmarks/region;navigable/heading-order;navigable/page-has-heading-one,,true,225,18,46,2,QW-ACT-R11;QW-ACT-R12;QW-ACT-R30;QW-ACT-R76,,48,,Home | www.rotterdam.nl
353,https://www.rotterdam.nl,chromium,both,desktop,1280,800,https://www.rotterdam.nl/handtekening-legaliseren/start-handtekening-legaliseren,https://www.rotterdam.nl/handtekening-legaliseren/start-handtekening-legaliseren,200,true,false,31431,true,459,28,3,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,274,9,17,51,landmark-unique;region;tabindex,,true,1030,39,36,3,23,0,aria_content_in_landmark;aria_landmark_name_unique;aria_navigation_label_unique;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable,,true,86,8,8,0,0,0,keyboard-accessible/focus-order;keyboard-accessible/focus-visible;keyboard-accessible/tabindex;landmarks/region,,true,170,10,32,3,QW-ACT-R11;QW-ACT-R30;QW-ACT-R76,,29,,Start handtekening legaliseren | www.rotterdam.nl
353,https://www.rotterdam.nl,chromium,both,desktop,1280,800,https://www.rotterdam.nl/grip-op-arbeidsmigratie,https://www.rotterdam.nl/grip-op-arbeidsmigratie,200,true,false,32878,true,661,36,3,48,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,407,10,1,51,landmark-unique;region;tabindex,,true,1330,46,43,3,24,0,aria_content_in_landmark;aria_landmark_name_unique;aria_navigation_label_unique;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable,,true,83,11,11,0,0,0,keyboard-accessible/focus-order;keyboard-accessible/focus-visible;keyboard-accessible/tabindex;labels-and-names/label-content-mismatch;landmarks/region,,true,250,17,39,6,QW-ACT-R11;QW-ACT-R30;QW-ACT-R76,,46,,Grip op arbeidsmigratie | www.rotterdam.nl
353,https://www.rotterdam.nl,chromium,both,desktop,1280,800,https://www.rotterdam.nl/extra-verlof-schooldagen-aanvragen,https://www.rotterdam.nl/extra-verlof-schooldagen-aanvragen,200,true,false,35748,true,952,50,3,48,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,595,13,3,51,heading-order;landmark-unique;region;tabindex,,true,1776,54,49,5,33,0,aria_content_in_landmark;aria_id_unique;aria_landmark_name_unique;aria_navigation_label_unique;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable;text_sensory_misuse,,true,85,9,9,0,0,0,keyboard-accessible/focus-order;keyboard-accessible/focus-visible;keyboard-accessible/tabindex;landmarks/region;navigable/heading-order,,true,348,25,52,4,QW-ACT-R11;QW-ACT-R30;QW-ACT-R76,,66,,Extra verlof schooldagen aanvragen | www.rotterdam.nl
353,https://www.rotterdam.nl,chromium,both,desktop,1280,800,https://www.rotterdam.nl/meedenken-en-meedoen,https://www.rotterdam.nl/meedenken-en-meedoen,200,true,false,36299,true,679,30,3,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,422,10,1,52,landmark-unique;region;tabindex,,true,1330,62,59,3,37,0,aria_content_in_landmark;aria_landmark_name_unique;aria_navigation_label_unique;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable,,true,83,11,11,0,0,0,keyboard-accessible/focus-order;keyboard-accessible/focus-visible;keyboard-accessible/tabindex;labels-and-names/label-content-mismatch;landmarks/region,,true,239,10,47,6,QW-ACT-R11;QW-ACT-R30;QW-ACT-R76,,32,,Meedenken en meedoen | www.rotterdam.nl
353,https://www.rotterdam.nl,chromium,both,desktop,1280,800,https://www.rotterdam.nl/tourist-information,https://www.rotterdam.nl/tourist-information,200,true,false,37634,true,594,50,3,48,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,385,16,1,52,landmark-unique;region;tabindex,,true,1297,51,47,4,23,0,aria_content_in_landmark;aria_landmark_name_unique;aria_navigation_label_unique;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable,,true,83,11,11,0,0,0,keyboard-accessible/focus-order;keyboard-accessible/focus-visible;keyboard-accessible/tabindex;labels-and-names/label-content-mismatch;landmarks/region,,true,231,19,41,6,QW-ACT-R11;QW-ACT-R30;QW-ACT-R76,,61,,Tourist Information | www.rotterdam.nl
353,https://www.rotterdam.nl,chromium,both,desktop,1280,800,https://www.rotterdam.nl/handhavers-in-de-wijk,https://www.rotterdam.nl/handhavers-in-de-wijk,200,true,false,38252,true,539,34,3,48,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r14;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,352,10,1,51,landmark-unique;region;tabindex,,true,1145,47,44,3,24,0,aria_content_in_landmark;aria_landmark_name_unique;aria_navigation_label_unique;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable,,true,83,11,11,0,0,0,keyboard-accessible/focus-order;keyboard-accessible/focus-visible;keyboard-accessible/tabindex;labels-and-names/label-content-mismatch;landmarks/region,,true,180,13,35,5,QW-ACT-R11;QW-ACT-R30;QW-ACT-R76,,38,,Handhavers in de wijk | www.rotterdam.nl
353,https://www.rotterdam.nl,chromium,both,desktop,1280,800,https://www.rotterdam.nl/uittreksel-registratie-niet-ingezetenen-rni-aanvragen/start-uittreksel-registratie-niet-ingezetenen-per-post-aanvragen,https://www.rotterdam.nl/uittreksel-registratie-niet-ingezetenen-rni-aanvragen/start-uittreksel-registratie-niet-ingezetenen-per-post-aanvragen,200,true,false,38522,true,484,27,3,50,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,319,9,21,52,landmark-unique;region;tabindex,,true,1091,38,35,3,22,0,aria_content_in_landmark;aria_landmark_name_unique;aria_navigation_label_unique;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable,,true,86,8,8,0,0,0,keyboard-accessible/focus-order;keyboard-accessible/focus-visible;keyboard-accessible/tabindex;landmarks/region,,true,160,10,30,3,QW-ACT-R11;QW-ACT-R30;QW-ACT-R76,,28,,Start uittreksel registratie niet-ingezetenen per post aanvragen | www.rotterdam.nl
353,https://www.rotterdam.nl,chromium,both,desktop,1280,800,https://www.rotterdam.nl/leerling-aanmelden-bij-zorg-en-onderwijsspecialisten,https://www.rotterdam.nl/leerling-aanmelden-bij-zorg-en-onderwijsspecialisten,200,true,false,40114,true,764,31,3,48,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,514,10,3,51,heading-order;landmark-unique;region;tabindex,,true,1428,48,45,3,30,0,aria_content_in_landmark;aria_id_unique;aria_landmark_name_unique;aria_navigation_label_unique;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable;text_block_heading,,true,85,9,9,0,0,0,keyboard-accessible/focus-order;keyboard-accessible/focus-visible;keyboard-accessible/tabindex;landmarks/region;navigable/heading-order,,true,290,13,41,3,QW-ACT-R11;QW-ACT-R30;QW-ACT-R76,,35,,Leerling aanmelden bij Zorg- en onderwijsspecialisten | www.rotterdam.nl
353,https://www.rotterdam.nl,chromium,both,desktop,1280,800,https://www.rotterdam.nl/wet-kwaliteitsborging-bouwen,https://www.rotterdam.nl/wet-kwaliteitsborging-bouwen,200,true,false,39761,true,660,38,3,48,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,408,10,1,51,landmark-unique;region;tabindex,,true,1306,45,42,3,23,0,aria_content_in_landmark;aria_landmark_name_unique;aria_navigation_label_unique;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable,,true,83,11,11,0,0,0,keyboard-accessible/focus-order;keyboard-accessible/focus-visible;keyboard-accessible/tabindex;labels-and-names/label-content-mismatch;landmarks/region,,true,244,18,40,6,QW-ACT-R11;QW-ACT-R30;QW-ACT-R76,,48,,Wet kwaliteitsborging bouwen | www.rotterdam.nl
