issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,qualweb_executed,qualweb_passed,qualweb_failed,qualweb_cant_tell,qualweb_inapplicable,qualweb_failed_rules,qualweb_error,duplicate_findings,fetch_error,page_title
66,Sweden's Government,https://government.se/,https://government.se/,403,false,false,19785,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/reports/,https://government.se/reports/,403,false,false,17963,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-policy/social-services/,https://government.se/government-policy/social-services/,403,false,false,17977,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-policy/swedens-support-to-ukraine/,https://government.se/government-policy/swedens-support-to-ukraine/,403,false,false,18465,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/articles/2026/02/four-years-of-war-support-to-ukraine-remains-governments-foremost-foreign-policy-priority/,https://government.se/articles/2026/02/four-years-of-war-support-to-ukraine-remains-governments-foremost-foreign-policy-priority/,403,false,false,17626,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/press-releases/2026/02/government-proposes-swedish-loan-guarantee-to-world-bank-to-enable-sek-2.5-billion-in-new-budget-support-to-ukraine,https://government.se/press-releases/2026/02/government-proposes-swedish-loan-guarantee-to-world-bank-to-enable-sek-2.5-billion-in-new-budget-support-to-ukraine,403,false,false,17914,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/press-releases/2026/02/new-large-support-package-to-ukraine-focused-on-air-defence/,https://government.se/press-releases/2026/02/new-large-support-package-to-ukraine-focused-on-air-defence/,403,false,false,17925,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/press-releases/2026/02/sek-230-million-in-humanitarian-support-to-ukraine/,https://government.se/press-releases/2026/02/sek-230-million-in-humanitarian-support-to-ukraine/,403,false,false,17949,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/about-the-website/,https://government.se/about-the-website/,403,false,false,17635,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/contact-information/,https://government.se/contact-information/,403,false,false,17921,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/contacts/,https://government.se/contacts/,403,false,false,17614,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-of-sweden/,https://government.se/government-of-sweden/,403,false,false,17928,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-policy/,https://government.se/government-policy/,403,false,false,17425,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/how-sweden-is-governed/,https://government.se/how-sweden-is-governed/,403,false,false,16566,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/information-material/,https://government.se/information-material/,403,false,false,17642,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/international-development-cooperation-strategies/,https://government.se/international-development-cooperation-strategies/,403,false,false,17268,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/legal-documents/,https://government.se/legal-documents/,403,false,false,17671,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/press-images/,https://government.se/press-images/,403,false,false,18298,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/press-releases/,https://government.se/press-releases/,403,false,false,17497,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/press-room/,https://government.se/press-room/,403,false,false,17704,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/subscribe-via-email/,https://government.se/subscribe-via-email/,403,false,false,16812,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/sweden-in-the-eu/,https://government.se/sweden-in-the-eu/,403,false,false,17759,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/swedish-treaty-series/,https://government.se/swedish-treaty-series/,403,false,false,17651,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/the-government-offices/,https://government.se/the-government-offices/,403,false,false,17882,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/webcasts/,https://government.se/webcasts/,403,false,false,17471,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-of-sweden/ministry-for-foreign-affairs/,https://government.se/government-of-sweden/ministry-for-foreign-affairs/,403,false,false,17442,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-of-sweden/ministry-of-climate-and-enterprise/,https://government.se/government-of-sweden/ministry-of-climate-and-enterprise/,403,false,false,17292,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-of-sweden/ministry-of-culture/,https://government.se/government-of-sweden/ministry-of-culture/,403,false,false,16600,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-of-sweden/ministry-of-defence/,https://government.se/government-of-sweden/ministry-of-defence/,403,false,false,17488,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-of-sweden/ministry-of-education-and-research/,https://government.se/government-of-sweden/ministry-of-education-and-research/,403,false,false,17725,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-of-sweden/ministry-of-employment/,https://government.se/government-of-sweden/ministry-of-employment/,403,false,false,17710,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-of-sweden/ministry-of-finance/,https://government.se/government-of-sweden/ministry-of-finance/,403,false,false,18258,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-of-sweden/ministry-of-health-and-social-affairs/,https://government.se/government-of-sweden/ministry-of-health-and-social-affairs/,403,false,false,17903,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-of-sweden/ministry-of-justice/,https://government.se/government-of-sweden/ministry-of-justice/,403,false,false,17694,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-policy/adult-education/,https://government.se/government-policy/adult-education/,403,false,false,17448,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-policy/care-for-older-people/,https://government.se/government-policy/care-for-older-people/,403,false,false,18101,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-policy/central-government-administration/,https://government.se/government-policy/central-government-administration/,403,false,false,17900,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-policy/childrens-rights/,https://government.se/government-policy/childrens-rights/,403,false,false,17368,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-policy/civil-defence/,https://government.se/government-policy/civil-defence/,403,false,false,17643,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-policy/civil-society-and-sport/,https://government.se/government-policy/civil-society-and-sport/,403,false,false,16661,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/government-policy/combating-terrorism/,https://government.se/government-policy/combating-terrorism/,403,false,false,17815,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/how-sweden-is-governed/committees/,https://government.se/how-sweden-is-governed/committees/,403,false,false,17886,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/how-sweden-is-governed/general-elections-and-referendums/,https://government.se/how-sweden-is-governed/general-elections-and-referendums/,403,false,false,17497,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/how-sweden-is-governed/public-agencies-and-how-they-are-governed/,https://government.se/how-sweden-is-governed/public-agencies-and-how-they-are-governed/,403,false,false,16800,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/how-sweden-is-governed/state-owned-enterprises/,https://government.se/how-sweden-is-governed/state-owned-enterprises/,403,false,false,17467,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/how-sweden-is-governed/swedish-legislation---how-laws-are-made/,https://government.se/how-sweden-is-governed/swedish-legislation---how-laws-are-made/,403,false,false,17702,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/how-sweden-is-governed/the-constitution/,https://government.se/how-sweden-is-governed/the-constitution/,403,false,false,16565,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/how-sweden-is-governed/the-principle-of-public-access-to-official-documents/,https://government.se/how-sweden-is-governed/the-principle-of-public-access-to-official-documents/,403,false,false,17957,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/how-sweden-is-governed/the-swedish-model-of-government-administration/,https://government.se/how-sweden-is-governed/the-swedish-model-of-government-administration/,403,false,false,17076,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/press-room/government-offices-press-information-officers/,https://government.se/press-room/government-offices-press-information-officers/,403,false,false,17986,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/press-room/ministry-for-foreign-affairs-press-office/,https://government.se/press-room/ministry-for-foreign-affairs-press-office/,403,false,false,17819,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/press-room/press-contacts/,https://government.se/press-room/press-contacts/,403,false,false,17697,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/tx/2079,https://government.se/tx/2079,403,false,false,17012,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/tx/2078,https://government.se/tx/2078,403,false,false,17843,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/tx/2077,https://government.se/tx/2077,403,false,false,17553,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/tx/2634,https://government.se/tx/2634,403,false,false,17817,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/tx/2636,https://government.se/tx/2636,403,false,false,17658,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/tx/2640,https://government.se/tx/2640,403,false,false,16448,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/tx/2643,https://government.se/tx/2643,403,false,false,16980,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/tx/2649,https://government.se/tx/2649,403,false,false,17629,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/tx/2650,https://government.se/tx/2650,403,false,false,17923,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/tx/2652,https://government.se/tx/2652,403,false,false,18005,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/articles/2026/02/egypt-visit-characterised-by-impactful-meetings-and-deepened-cooperation/,https://government.se/articles/2026/02/egypt-visit-characterised-by-impactful-meetings-and-deepened-cooperation/,403,false,false,17771,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/articles/2026/02/minister-johan-britz-given-temporary-responsibility-for-climate-and-environment-issues/,https://government.se/articles/2026/02/minister-johan-britz-given-temporary-responsibility-for-climate-and-environment-issues/,403,false,false,17662,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
66,Sweden's Government,https://government.se/information-material/2026/02/swedens-ai-strategy/,https://government.se/information-material/2026/02/swedens-ai-strategy/,403,false,false,17892,false,0,0,0,0,,Skipped (not requested),true,116,2,0,128,meta-refresh,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,32,2,2,1,QW-ACT-R4;QW-ACT-R71,,0,,Just a moment...
